shot_id,is_goal,actual_v,optimal_v,regret,category
61a10321-e2c8-47ea-9bda-37827021e09e,1,0.38088172674179077,0.04578190669417381,0.33509982004761696,high-regret-goal
9d58e332-685a-44ab-a777-b6b234b103c4,1,0.41574153304100037,0.09050821512937546,0.3252333179116249,high-regret-goal
7e879c35-861a-4830-a2a3-2ac67ed95cd0,0,0.32002130150794983,0.038173265755176544,0.2818480357527733,high-regret-no-goal
633dd32c-eec5-46c1-b6f9-8fe77420e374,0,0.2981584668159485,0.0383455827832222,0.2598128840327263,high-regret-no-goal
7379e74d-0d29-4561-8c4c-b72f9a778427,0,0.02012305147945881,0.019595999270677567,0.0005270522087812424,low-regret
00c44064-d0d3-4acb-a061-1e8bccc648da,0,0.007073183543980122,0.006524325348436832,0.0005488581955432892,low-regret
1cb50bd5-d765-43f1-8d86-005863df6191,0,0.07809264957904816,0.029659459367394447,0.04843319021165371,random
33246ed7-1eca-4464-9300-0513852ab0a8,0,0.05316118523478508,0.021410135552287102,0.03175104968249798,random
