shot_id,is_goal,actual_gk_x,actual_gk_y,actual_v,optimal_gk_x,optimal_gk_y,optimal_v,regret,category
9d58e332-685a-44ab-a777-b6b234b103c4,1,108.5,38.8,0.25959691405296326,118.5,40.0,0.12892986834049225,0.130667045712471,user
0c5620fc-6589-44c4-ba23-dee1a5c8d929,1,116.1,43.6,0.4201599657535553,112.0,45.0,0.1601068079471588,0.2600531578063965,user
ff82f3b7-7cd4-4822-b2a8-b6fce3ec3158,0,114.2,44.6,0.326416552066803,118.5,40.0,0.12048981338739395,0.20592673867940903,user
cb22793f-8f19-400c-9506-9f5d4e44d91b,0,117.9,49.4,0.06741130352020264,119.0,40.0,0.07789155840873718,-0.010480254888534546,user
2b44a51a-5755-46b8-bd4d-ca146c9e308c,0,118.5,40.3,0.003740516724064946,119.0,44.0,0.003575512208044529,0.0001650045160204172,user
638092fe-ab55-41e0-9243-7ac7c05601d4,0,118.6,40.2,0.004771264735609293,119.0,43.5,0.004547434858977795,0.00022382987663149834,user
2e571682-4d39-414c-ad5d-e95a61e0fd48,0,117.2,35.1,0.18668609857559204,119.0,38.5,0.09609952569007874,0.0905865728855133,user
33246ed7-1eca-4464-9300-0513852ab0a8,0,115.7,40.2,0.04360369220376015,118.5,40.0,0.022622166201472282,0.020981526002287865,user
